study,pubmed.id,country,authors,title,publication,doi,email,year,Study,UniqueStudy,Etiology,lingual,Side deaf,Severeity,Number Hearing loss,HL Male,HL Female,HL age,HL Age sd,HL rangeLow,HL rangeHigh,Avg dB HL mean,Avg dB HL SD,LeftEarHL-mean,LeftEarHL-sd,LeftEarHL-range,RightEarHL-mean,RightEarHL-sd,RightEarHL-range,SIGN,Number Control,Con Male,Con Female,Con Age,Con Age sd,Con rangeLow,Con rangeHigh,Handedness,MRI Machine,Coils,MRI Tesla,Flip Angle,Repitition Time(ms),Echo Time (ms),Inversion Time (ms) ,NumberExcitations(NEX),AcqMatrix-x,AcqMatrix-y,Slices,thickness(mm),FOV (cm),Type,GeneralType,Technique,FWHM,Directions,System,MNI-x,MNI-y,MNI-z,Brodmann,Big area,ROI,Side,measure,matter,normal leaning,Deaf leaning,effect,Cohen's d,CC r ,SummaryLeaning,MeanControl,SDControl,MeanHL,SDHL,Z score,F test,t-value,P-value,ClusterSize,DoubleChecked,References,ScopusCitations
Husain et al. Brain Res,21047501,USA,"Husain FT, Medina RE, Davis CW, Szymko-Bennett Y, Simonyan K, Pajor NM, Horwitz B.",Neuroanatomical changes due to hearing loss and chronic tinnitus: a combined VBM and DTI study.,Brain Res. 2011 Jan 19;1369:74-88.,https://doi.org/10.1016/j.brainres.2010.10.095,husainf@illinois.edu,2010,58,48,acquired,Postlingual,bilateral,mild,7,,,51.38,11.45,31,64,25.4,12.475,,,,,,,none,11,,,48.09,10.42,32,63,matched,GE Excite,8 Channel,3,12,30,,,,256,256,128,1.3,24,FSPGR,T1,VBM,8,,SPM,62,2,4,BA6,temporal lobe,STG,right,volume,GM,,,decrease,2.38341609,0.76603235,,,,,,3.25,,,0.001,68,y,y,y
Husain et al. Brain Res,21047501,USA,"Husain FT, Medina RE, Davis CW, Szymko-Bennett Y, Simonyan K, Pajor NM, Horwitz B.",Neuroanatomical changes due to hearing loss and chronic tinnitus: a combined VBM and DTI study.,Brain Res. 2011 Jan 19;1369:74-88.,https://doi.org/10.1016/j.brainres.2010.10.095,husainf@illinois.edu,2010,58,48,acquired,Postlingual,bilateral,mild,7,,,51.38,11.45,31,64,25.4,12.475,,,,,,,none,11,,,48.09,10.42,32,63,matched,GE Excite,8 Channel,3,12,30,,,,256,256,128,1.3,24,FSPGR,T1,VBM,8,,SPM,2,12,52,,frontal,MFG,right,volume,GM,,,decrease,9.9843195,0.9805214,,,,,,4.16,,,0.0001,270,y,y,y
Husain et al. Brain Res,21047501,USA,"Husain FT, Medina RE, Davis CW, Szymko-Bennett Y, Simonyan K, Pajor NM, Horwitz B.",Neuroanatomical changes due to hearing loss and chronic tinnitus: a combined VBM and DTI study.,Brain Res. 2011 Jan 19;1369:74-88.,https://doi.org/10.1016/j.brainres.2010.10.095,husainf@illinois.edu,2010,58,48,acquired,Postlingual,bilateral,mild,7,,,51.38,11.45,31,64,25.4,12.475,,,,,,,none,11,,,48.09,10.42,32,63,matched,GE Excite,8 Channel,3,12,30,,,,256,256,128,1.3,24,FSPGR,T1,VBM,8,,SPM,-4,48,24,BA9,frontal,MFG,left,volume,GM,,,decrease,4.45158535,0.91216775,,,,,,3.87,,,0.0001,120,y,y,y
Husain et al. Brain Res,21047501,USA,"Husain FT, Medina RE, Davis CW, Szymko-Bennett Y, Simonyan K, Pajor NM, Horwitz B.",Neuroanatomical changes due to hearing loss and chronic tinnitus: a combined VBM and DTI study.,Brain Res. 2011 Jan 19;1369:74-88.,https://doi.org/10.1016/j.brainres.2010.10.095,husainf@illinois.edu,2010,58,48,acquired,Postlingual,bilateral,mild,7,,,51.38,11.45,31,64,25.4,12.475,,,,,,,none,11,,,48.09,10.42,32,63,matched,GE Excite,8 Channel,3,12,30,,,,256,256,128,1.3,24,FSPGR,T1,VBM,8,,SPM,-4,54,30,BA9,cingulate cortex,anterior cingulate,left,volume,GM,,,decrease,3.02763223,0.834386,,,,,,3.54,,,0.0001,120,y,y,y
Husain et al. Brain Res,21047501,USA,"Husain FT, Medina RE, Davis CW, Szymko-Bennett Y, Simonyan K, Pajor NM, Horwitz B.",Neuroanatomical changes due to hearing loss and chronic tinnitus: a combined VBM and DTI study.,Brain Res. 2011 Jan 19;1369:74-88.,https://doi.org/10.1016/j.brainres.2010.10.095,husainf@illinois.edu,2010,58,48,acquired,Postlingual,bilateral,mild,7,,,51.38,11.45,31,64,25.4,12.475,,,,,,,none,11,,,48.09,10.42,32,63,matched,GE Excite,8 Channel,3,12,30,,,,256,256,128,1.3,24,FSPGR,T1,VBM,8,,SPM,-4,54,30,BA9,frontal,SFG,left,volume,GM,,,decrease,3.02763223,0.834386,,,,,,3.54,,,0.0001,120,y,y,y
Husain et al. Brain Res,21047501,USA,"Husain FT, Medina RE, Davis CW, Szymko-Bennett Y, Simonyan K, Pajor NM, Horwitz B.",Neuroanatomical changes due to hearing loss and chronic tinnitus: a combined VBM and DTI study.,Brain Res. 2011 Jan 19;1369:74-88.,https://doi.org/10.1016/j.brainres.2010.10.095,husainf@illinois.edu,2010,58,48,acquired,Postlingual,bilateral,mild,7,,,51.38,11.45,31,64,25.4,12.475,,,,,,,none,11,,,48.09,10.42,32,63,matched,GE Excite,8 Channel,3,,13000,73.4,,,256,256,54,2.4,24,ASSET,SE-EPI,DTI,8,33,FMRIB,32,-36,16,,tract,inferior fronto-occipital fasciculus,right,FA,WM,,,decrease,0.9744,0.43798433,,,,,,,,,0.061,851,y,y,y
Husain et al. Brain Res,21047501,USA,"Husain FT, Medina RE, Davis CW, Szymko-Bennett Y, Simonyan K, Pajor NM, Horwitz B.",Neuroanatomical changes due to hearing loss and chronic tinnitus: a combined VBM and DTI study.,Brain Res. 2011 Jan 19;1369:74-88.,https://doi.org/10.1016/j.brainres.2010.10.095,husainf@illinois.edu,2010,58,48,acquired,Postlingual,bilateral,mild,7,,,51.38,11.45,31,64,25.4,12.475,,,,,,,none,11,,,48.09,10.42,32,63,matched,GE Excite,8 Channel,3,,13000,73.4,,,256,256,54,2.4,24,ASSET,SE-EPI,DTI,8,33,FMRIB,26,-15,21,,tract,Corticospinal tract,right,FA,WM,,,decrease,0.9702,0.43645672,,,,,,,,,0.062,15,y,y,y
Husain et al. Brain Res,21047501,USA,"Husain FT, Medina RE, Davis CW, Szymko-Bennett Y, Simonyan K, Pajor NM, Horwitz B.",Neuroanatomical changes due to hearing loss and chronic tinnitus: a combined VBM and DTI study.,Brain Res. 2011 Jan 19;1369:74-88.,https://doi.org/10.1016/j.brainres.2010.10.095,husainf@illinois.edu,2010,58,48,acquired,Postlingual,bilateral,mild,7,,,51.38,11.45,31,64,25.4,12.475,,,,,,,none,11,,,48.09,10.42,32,63,matched,GE Excite,8 Channel,3,,13000,73.4,,,256,256,54,2.4,24,ASSET,SE-EPI,DTI,8,33,FMRIB,25,-24,22,,occipital,"Superior Occipital Fasciculus, Corticospinal tract",right,FA,WM,,,decrease,0.958,0.43199793,,,,,,,,,0.065,15,y,y,y
Husain et al. Brain Res,21047501,USA,"Husain FT, Medina RE, Davis CW, Szymko-Bennett Y, Simonyan K, Pajor NM, Horwitz B.",Neuroanatomical changes due to hearing loss and chronic tinnitus: a combined VBM and DTI study.,Brain Res. 2011 Jan 19;1369:74-88.,https://doi.org/10.1016/j.brainres.2010.10.095,husainf@illinois.edu,2010,58,48,acquired,Postlingual,bilateral,mild,7,,,51.38,11.45,31,64,25.4,12.475,,,,,,,none,11,,,48.09,10.42,32,63,matched,GE Excite,8 Channel,3,,13000,73.4,,,256,256,54,2.4,24,ASSET,SE-EPI,DTI,8,33,FMRIB,21,-16,24,,occipital,Sup. Occipital Fasciculus,right,FA,WM,,,decrease,0.954,0.43052909,,,,,,,,,0.066,15,y,y,y
Husain et al. Brain Res,21047501,USA,"Husain FT, Medina RE, Davis CW, Szymko-Bennett Y, Simonyan K, Pajor NM, Horwitz B.",Neuroanatomical changes due to hearing loss and chronic tinnitus: a combined VBM and DTI study.,Brain Res. 2011 Jan 19;1369:74-88.,https://doi.org/10.1016/j.brainres.2010.10.095,husainf@illinois.edu,2010,58,48,acquired,Postlingual,bilateral,mild,7,,,51.38,11.45,31,64,25.4,12.475,,,,,,,none,11,,,48.09,10.42,32,63,matched,GE Excite,8 Channel,3,,13000,73.4,,,256,256,54,2.4,24,ASSET,SE-EPI,DTI,8,33,FMRIB,28,-13,16,,tract,Corticospinal tract,right,FA,WM,,,decrease,0.9425,0.42628707,,,,,,,,,0.069,15,y,y,y
Husain et al. Brain Res,21047501,USA,"Husain FT, Medina RE, Davis CW, Szymko-Bennett Y, Simonyan K, Pajor NM, Horwitz B.",Neuroanatomical changes due to hearing loss and chronic tinnitus: a combined VBM and DTI study.,Brain Res. 2011 Jan 19;1369:74-88.,https://doi.org/10.1016/j.brainres.2010.10.095,husainf@illinois.edu,2010,58,48,acquired,Postlingual,bilateral,mild,7,,,51.38,11.45,31,64,25.4,12.475,,,,,,,none,11,,,48.09,10.42,32,63,matched,GE Excite,8 Channel,3,,13000,73.4,,,256,256,54,2.4,24,ASSET,SE-EPI,DTI,8,33,FMRIB,31,-42,17,,frontal,"Inf. Fronto-occipital fasciculus, inf. Longitudinal fasciculus, ant. Thalamic radiation",right,FA,WM,,,decrease,0.9173,0.41689256,,,,,,,,,0.076,15,y,y,y
Husain et al. Brain Res,21047501,USA,"Husain FT, Medina RE, Davis CW, Szymko-Bennett Y, Simonyan K, Pajor NM, Horwitz B.",Neuroanatomical changes due to hearing loss and chronic tinnitus: a combined VBM and DTI study.,Brain Res. 2011 Jan 19;1369:74-88.,https://doi.org/10.1016/j.brainres.2010.10.095,husainf@illinois.edu,2010,58,48,acquired,Postlingual,bilateral,mild,7,,,51.38,11.45,31,64,25.4,12.475,,,,,,,none,11,,,48.09,10.42,32,63,matched,GE Excite,8 Channel,3,,13000,73.4,,,256,256,54,2.4,24,ASSET,SE-EPI,DTI,8,33,FMRIB,31,-7,15,,tract,superior longitudinal fasciculus,right,FA,WM,,,decrease,0.8973,0.40934012,,,,,,,,,0.082,15,y,y,y
Husain et al. Brain Res,21047501,USA,"Husain FT, Medina RE, Davis CW, Szymko-Bennett Y, Simonyan K, Pajor NM, Horwitz B.",Neuroanatomical changes due to hearing loss and chronic tinnitus: a combined VBM and DTI study.,Brain Res. 2011 Jan 19;1369:74-88.,https://doi.org/10.1016/j.brainres.2010.10.095,husainf@illinois.edu,2010,58,48,acquired,Postlingual,bilateral,mild,7,,,51.38,11.45,31,64,25.4,12.475,,,,,,,none,11,,,48.09,10.42,32,63,matched,GE Excite,8 Channel,3,,13000,73.4,,,256,256,54,2.4,24,ASSET,SE-EPI,DTI,8,33,FMRIB,30,-35,16,,tract,inferior fronto-occipital fasciculus,right,FA,WM,,,decrease,0.8441,0.38883737,,,,,,,,,0.1,21,y,y,y
Xu et al. J Magn Reson Imaging,30694013,China,"Xu XM, Jiao Y, Tang TY, Zhang J, Lu CQ, Salvi R, Teng GJ.",Sensorineural hearing loss and cognitive impairments: Contributions of thalamus using multiparametric MRI.,J Magn Reson Imaging. 2019 Jan 29.,https://doi.org/10.1002/jmri.26665,gjteng@seu.edu.cn,2019,59,49,acquired,Postlingual,bilateral,mild,37,23,14,55.6,9.6,,,,,,,,,,,none,38,16,22,53.4,9.4,,,matched,Siemenes,,3,90,1900,2.48,,,256,256,176,1,25.6,SPGR,T1,VBM,6,,SPM,,,,,Thalamus,Motor (sub 1),left,volume,GM+WM,,,increase,1.9611613514,0.700140042,,0.047,0.002,0.052,0.003,,,,0.105,,y,y,y
Xu et al. J Magn Reson Imaging,30694013,China,"Xu XM, Jiao Y, Tang TY, Zhang J, Lu CQ, Salvi R, Teng GJ.",Sensorineural hearing loss and cognitive impairments: Contributions of thalamus using multiparametric MRI.,J Magn Reson Imaging. 2019 Jan 29.,https://doi.org/10.1002/jmri.26665,gjteng@seu.edu.cn,2019,59,49,acquired,Postlingual,bilateral,mild,37,23,14,55.6,9.6,,,,,,,,,,,none,38,16,22,53.4,9.4,,,matched,Siemenes,,3,90,1900,2.48,,,256,256,176,1,25.6,SPGR,T1,VBM,6,,SPM,,,,,Thalamus,Parietal (sub 2),left,volume,GM+WM,,,increase,1.6970562748,0.6469966392,,0.126,0.003,0.132,0.004,,,,0.214,,y,y,y
Xu et al. J Magn Reson Imaging,30694013,China,"Xu XM, Jiao Y, Tang TY, Zhang J, Lu CQ, Salvi R, Teng GJ.",Sensorineural hearing loss and cognitive impairments: Contributions of thalamus using multiparametric MRI.,J Magn Reson Imaging. 2019 Jan 29.,https://doi.org/10.1002/jmri.26665,gjteng@seu.edu.cn,2019,59,49,acquired,Postlingual,bilateral,mild,37,23,14,55.6,9.6,,,,,,,,,,,none,38,16,22,53.4,9.4,,,matched,Siemenes,,3,90,1900,2.48,,,256,256,176,1,25.6,SPGR,T1,VBM,6,,SPM,,,,,Thalamus,Prefrontal (sub 3),left,volume,GM+WM,,,increase,1.3251783129,0.5523447707,,0.21,0.005,0.216,0.004,,,,0.32,,y,y,y
Xu et al. J Magn Reson Imaging,30694013,China,"Xu XM, Jiao Y, Tang TY, Zhang J, Lu CQ, Salvi R, Teng GJ.",Sensorineural hearing loss and cognitive impairments: Contributions of thalamus using multiparametric MRI.,J Magn Reson Imaging. 2019 Jan 29.,https://doi.org/10.1002/jmri.26665,gjteng@seu.edu.cn,2019,59,49,acquired,Postlingual,bilateral,mild,37,23,14,55.6,9.6,,,,,,,,,,,none,38,16,22,53.4,9.4,,,matched,Siemenes,,3,90,1900,2.48,,,256,256,176,1,25.6,SPGR,T1,VBM,6,,SPM,,,,,Thalamus,Premotor (sub 4),left,volume,GM+WM,,,increase,1.8973665961,0.6882472016,,0.039,0.001,0.042,0.002,,,,0.127,,y,y,y
Xu et al. J Magn Reson Imaging,30694013,China,"Xu XM, Jiao Y, Tang TY, Zhang J, Lu CQ, Salvi R, Teng GJ.",Sensorineural hearing loss and cognitive impairments: Contributions of thalamus using multiparametric MRI.,J Magn Reson Imaging. 2019 Jan 29.,https://doi.org/10.1002/jmri.26665,gjteng@seu.edu.cn,2019,59,49,acquired,Postlingual,bilateral,mild,37,23,14,55.6,9.6,,,,,,,,,,,none,38,16,22,53.4,9.4,,,matched,Siemenes,,3,90,1900,2.48,,,256,256,176,1,25.6,SPGR,T1,VBM,6,,SPM,,,,,Thalamus,Somatosensory (sub 5),left,volume,GM+WM,,,increase,1.8973665961,0.6882472016,,0.031,0.001,0.034,0.002,,,,0.169,,y,y,y
Xu et al. J Magn Reson Imaging,30694013,China,"Xu XM, Jiao Y, Tang TY, Zhang J, Lu CQ, Salvi R, Teng GJ.",Sensorineural hearing loss and cognitive impairments: Contributions of thalamus using multiparametric MRI.,J Magn Reson Imaging. 2019 Jan 29.,https://doi.org/10.1002/jmri.26665,gjteng@seu.edu.cn,2019,59,49,acquired,Postlingual,bilateral,mild,37,23,14,55.6,9.6,,,,,,,,,,,none,38,16,22,53.4,9.4,,,matched,Siemenes,,3,90,1900,2.48,,,256,256,176,1,25.6,SPGR,T1,VBM,6,,SPM,,,,,Thalamus,Temporal (sub 6),left,volume,GM+WM,,,decrease,0.2208630521,0.10976426,,0.304,0.005,0.303,0.004,,,,0.824,,y,y,y
Xu et al. J Magn Reson Imaging,30694013,China,"Xu XM, Jiao Y, Tang TY, Zhang J, Lu CQ, Salvi R, Teng GJ.",Sensorineural hearing loss and cognitive impairments: Contributions of thalamus using multiparametric MRI.,J Magn Reson Imaging. 2019 Jan 29.,https://doi.org/10.1002/jmri.26665,gjteng@seu.edu.cn,2019,59,49,acquired,Postlingual,bilateral,mild,37,23,14,55.6,9.6,,,,,,,,,,,none,38,16,22,53.4,9.4,,,matched,Siemenes,,3,90,1900,2.48,,,256,256,176,1,25.6,SPGR,T1,VBM,6,,SPM,,,,,Thalamus,Visual (sub 7),left,volume,GM+WM,,,increase,0.75,0.3511234416,,0.215,0.004,0.218,0.004,,,,0.651,,y,y,y
Xu et al. J Magn Reson Imaging,30694013,China,"Xu XM, Jiao Y, Tang TY, Zhang J, Lu CQ, Salvi R, Teng GJ.",Sensorineural hearing loss and cognitive impairments: Contributions of thalamus using multiparametric MRI.,J Magn Reson Imaging. 2019 Jan 29.,https://doi.org/10.1002/jmri.26665,gjteng@seu.edu.cn,2019,59,49,acquired,Postlingual,bilateral,mild,37,23,14,55.6,9.6,,,,,,,,,,,none,38,16,22,53.4,9.4,,,matched,Siemenes,,3,90,1900,2.48,,,256,256,176,1,25.6,SPGR,T1,VBM,6,,SPM,,,,,Thalamus,Motor (sub 1),right,volume,GM+WM,,,increase,2.3533936217,0.762000762,,0.041,0.002,0.047,0.003,,,,0.097,,y,y,y
Xu et al. J Magn Reson Imaging,30694013,China,"Xu XM, Jiao Y, Tang TY, Zhang J, Lu CQ, Salvi R, Teng GJ.",Sensorineural hearing loss and cognitive impairments: Contributions of thalamus using multiparametric MRI.,J Magn Reson Imaging. 2019 Jan 29.,https://doi.org/10.1002/jmri.26665,gjteng@seu.edu.cn,2019,59,49,acquired,Postlingual,bilateral,mild,37,23,14,55.6,9.6,,,,,,,,,,,none,38,16,22,53.4,9.4,,,matched,Siemenes,,3,90,1900,2.48,,,256,256,176,1,25.6,SPGR,T1,VBM,6,,SPM,,,,,Thalamus,Parietal (sub 2),right,volume,GM+WM,,,increase,2.3533936217,0.762000762,,0.141,0.004,0.153,0.006,,,,0.128,,y,y,y
Xu et al. J Magn Reson Imaging,30694013,China,"Xu XM, Jiao Y, Tang TY, Zhang J, Lu CQ, Salvi R, Teng GJ.",Sensorineural hearing loss and cognitive impairments: Contributions of thalamus using multiparametric MRI.,J Magn Reson Imaging. 2019 Jan 29.,https://doi.org/10.1002/jmri.26665,gjteng@seu.edu.cn,2019,59,49,acquired,Postlingual,bilateral,mild,37,23,14,55.6,9.6,,,,,,,,,,,none,38,16,22,53.4,9.4,,,matched,Siemenes,,3,90,1900,2.48,,,256,256,176,1,25.6,SPGR,T1,VBM,6,,SPM,,,,,Thalamus,Prefrontal (sub 3),right,volume,GM+WM,,,increase,1.546041365,0.6115928397,,0.182,0.004,0.189,0.005,,,,0.336,,y,y,y
Xu et al. J Magn Reson Imaging,30694013,China,"Xu XM, Jiao Y, Tang TY, Zhang J, Lu CQ, Salvi R, Teng GJ.",Sensorineural hearing loss and cognitive impairments: Contributions of thalamus using multiparametric MRI.,J Magn Reson Imaging. 2019 Jan 29.,https://doi.org/10.1002/jmri.26665,gjteng@seu.edu.cn,2019,59,49,acquired,Postlingual,bilateral,mild,37,23,14,55.6,9.6,,,,,,,,,,,none,38,16,22,53.4,9.4,,,matched,Siemenes,,3,90,1900,2.48,,,256,256,176,1,25.6,SPGR,T1,VBM,6,,SPM,,,,,Thalamus,Premotor (sub 4),right,volume,GM+WM,,,increase,2.3533936217,0.762000762,,0.05,0.002,0.056,0.003,,,,0.131,,y,y,y
Xu et al. J Magn Reson Imaging,30694013,China,"Xu XM, Jiao Y, Tang TY, Zhang J, Lu CQ, Salvi R, Teng GJ.",Sensorineural hearing loss and cognitive impairments: Contributions of thalamus using multiparametric MRI.,J Magn Reson Imaging. 2019 Jan 29.,https://doi.org/10.1002/jmri.26665,gjteng@seu.edu.cn,2019,59,49,acquired,Postlingual,bilateral,mild,37,23,14,55.6,9.6,,,,,,,,,,,none,38,16,22,53.4,9.4,,,matched,Siemenes,,3,90,1900,2.48,,,256,256,176,1,25.6,SPGR,T1,VBM,6,,SPM,,,,,Thalamus,Somatosensory (sub 5),right,volume,GM+WM,,,increase,2.5298221281,0.7844645406,,0.053,0.002,0.061,0.004,,,,0.086,,y,y,y
Xu et al. J Magn Reson Imaging,30694013,China,"Xu XM, Jiao Y, Tang TY, Zhang J, Lu CQ, Salvi R, Teng GJ.",Sensorineural hearing loss and cognitive impairments: Contributions of thalamus using multiparametric MRI.,J Magn Reson Imaging. 2019 Jan 29.,https://doi.org/10.1002/jmri.26665,gjteng@seu.edu.cn,2019,59,49,acquired,Postlingual,bilateral,mild,37,23,14,55.6,9.6,,,,,,,,,,,none,38,16,22,53.4,9.4,,,matched,Siemenes,,3,90,1900,2.48,,,256,256,176,1,25.6,SPGR,T1,VBM,6,,SPM,,,,,Thalamus,Temporal (sub 6),right,volume,GM+WM,,,decrease,12.4939329539,0.9874286604,,0.299,0.006,0.23,0.005,,,,0.944,,y,y,y
Xu et al. J Magn Reson Imaging,30694013,China,"Xu XM, Jiao Y, Tang TY, Zhang J, Lu CQ, Salvi R, Teng GJ.",Sensorineural hearing loss and cognitive impairments: Contributions of thalamus using multiparametric MRI.,J Magn Reson Imaging. 2019 Jan 29.,https://doi.org/10.1002/jmri.26665,gjteng@seu.edu.cn,2019,59,49,acquired,Postlingual,bilateral,mild,37,23,14,55.6,9.6,,,,,,,,,,,none,38,16,22,53.4,9.4,,,matched,Siemenes,,3,90,1900,2.48,,,256,256,176,1,25.6,SPGR,T1,VBM,6,,SPM,,,,,Thalamus,Visual (sub 7),right,volume,GM+WM,,,increase,1.6873229755,0.6448314199,,0.267,0.006,0.278,0.007,,,,0.109,,y,y,y
Xu et al. J Magn Reson Imaging,30694013,China,"Xu XM, Jiao Y, Tang TY, Zhang J, Lu CQ, Salvi R, Teng GJ.",Sensorineural hearing loss and cognitive impairments: Contributions of thalamus using multiparametric MRI.,J Magn Reson Imaging. 2019 Jan 29.,https://doi.org/10.1002/jmri.26665,gjteng@seu.edu.cn,2019,59,49,acquired,Postlingual,bilateral,mild,37,23,14,55.6,9.6,,,,,,,,,,,none,38,16,22,53.4,9.4,,,matched,Siemenes,,3,90,1900,2.48,,,256,256,176,1,25.6,SPGR,T1,VBM,6,,SPM,,,,,Thalamus,Thalamus,left,volume,GM+WM,,,same,0,0,,0.23,0.01,0.23,0.01,,,,0.35,,y,y,y
Xu et al. J Magn Reson Imaging,30694013,China,"Xu XM, Jiao Y, Tang TY, Zhang J, Lu CQ, Salvi R, Teng GJ.",Sensorineural hearing loss and cognitive impairments: Contributions of thalamus using multiparametric MRI.,J Magn Reson Imaging. 2019 Jan 29.,https://doi.org/10.1002/jmri.26665,gjteng@seu.edu.cn,2019,59,49,acquired,Postlingual,bilateral,mild,37,23,14,55.6,9.6,,,,,,,,,,,none,38,16,22,53.4,9.4,,,matched,Siemenes,,3,90,1900,2.48,,,256,256,176,1,25.6,SPGR,T1,VBM,6,,SPM,,,,,Thalamus,Thalamus,right,volume,GM+WM,,,same,0,0,,0.24,0.01,0.24,0.01,,,,0.32,,y,y,y
Profant et al. Neuroscience,24333969,Czech,"Profant O, Škoch A, Balogová Z, Tintěra J, Hlinka J, Syka J.",Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging. Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging.,Neuroscience. 2014 Feb 28;260:87-97.,https://doi.org/10.1016/j.neuroscience.2013.12.010,profant@biomed.cas.cz,2014,60,50,acquired,Postlingual,bilateral,mild/moderate,34,10,24,69.14,0.89,,,,,,,,,,,none,20,11,9,24.34,0.51,,,right,Siemenes Trio,12 Channel,3,,2300,4.63,900,,,,,,,MP-RAGE,T1,VBM,,,FreeSurfer,,,,,temporal lobe,HG,bilateral,volume,GM,,,decrease,0.079,0.03946922,,,,,,,,,0.7804,,y,y,y
Profant et al. Neuroscience,24333969,Czech,"Profant O, Škoch A, Balogová Z, Tintěra J, Hlinka J, Syka J.",Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging. Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging.,Neuroscience. 2014 Feb 28;260:87-97.,https://doi.org/10.1016/j.neuroscience.2013.12.010,profant@biomed.cas.cz,2014,60,50,acquired,Postlingual,bilateral,mild/moderate,34,10,24,69.14,0.89,,,,,,,,,,,none,20,11,9,24.34,0.51,,,right,Siemenes Trio,12 Channel,3,,2300,4.63,900,,,,,,,MP-RAGE,T1,VBM,,,FreeSurfer,,,,,temporal lobe,HG,bilateral,Surface,GM,,,decrease,0.0223,0.01114931,,,,,,,,,0.9372,,y,y,y
Profant et al. Neuroscience,24333969,Czech,"Profant O, Škoch A, Balogová Z, Tintěra J, Hlinka J, Syka J.",Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging. Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging.,Neuroscience. 2014 Feb 28;260:87-97.,https://doi.org/10.1016/j.neuroscience.2013.12.010,profant@biomed.cas.cz,2014,60,50,acquired,Postlingual,bilateral,mild/moderate,34,10,24,69.14,0.89,,,,,,,,,,,none,20,11,9,24.34,0.51,,,right,Siemenes Trio,12 Channel,3,,2300,4.63,900,,,,,,,MP-RAGE,T1,VBM,,,FreeSurfer,,,,,temporal lobe,HG,bilateral,CT,GM,,,decrease,0.0075,0.00374997,,,,,,,,,0.9788,,y,y,y
Profant et al. Neuroscience,24333969,Czech,"Profant O, Škoch A, Balogová Z, Tintěra J, Hlinka J, Syka J.",Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging. Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging.,Neuroscience. 2014 Feb 28;260:87-97.,https://doi.org/10.1016/j.neuroscience.2013.12.010,profant@biomed.cas.cz,2014,60,50,acquired,Postlingual,bilateral,mild/moderate,34,10,24,69.14,0.89,,,,,,,,,,,none,20,11,9,24.34,0.51,,,right,Siemenes Trio,12 Channel,3,,2300,4.63,900,,,,,,,MP-RAGE,T1,VBM,,,FreeSurfer,,,,,temporal lobe,planum temporale,bilateral,volume,GM,,,decrease,0.1008,0.05033611,,,,,,,,,0.722,,y,y,y
Profant et al. Neuroscience,24333969,Czech,"Profant O, Škoch A, Balogová Z, Tintěra J, Hlinka J, Syka J.",Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging. Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging.,Neuroscience. 2014 Feb 28;260:87-97.,https://doi.org/10.1016/j.neuroscience.2013.12.010,profant@biomed.cas.cz,2014,60,50,acquired,Postlingual,bilateral,mild/moderate,34,10,24,69.14,0.89,,,,,,,,,,,none,20,11,9,24.34,0.51,,,right,Siemenes Trio,12 Channel,3,,2300,4.63,900,,,,,,,MP-RAGE,T1,VBM,,,FreeSurfer,,,,,temporal lobe,planum temporale,bilateral,Surface,GM,,,decrease,0.1013,0.05058516,,,,,,,,,0.7207,,y,y,y
Profant et al. Neuroscience,24333969,Czech,"Profant O, Škoch A, Balogová Z, Tintěra J, Hlinka J, Syka J.",Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging. Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging.,Neuroscience. 2014 Feb 28;260:87-97.,https://doi.org/10.1016/j.neuroscience.2013.12.010,profant@biomed.cas.cz,2014,60,50,acquired,Postlingual,bilateral,mild/moderate,34,10,24,69.14,0.89,,,,,,,,,,,none,20,11,9,24.34,0.51,,,right,Siemenes Trio,12 Channel,3,,2300,4.63,900,,,,,,,MP-RAGE,T1,VBM,,,FreeSurfer,,,,,temporal lobe,planum temporale,bilateral,CT,GM,,,decrease,0.0194,0.00969954,,,,,,,,,0.9455,,y,y,y
